Image,Frame,Model,Prompt,What limb is injured?,Is the patient intubated?,Where is the catheter inserted?,Is there bleeding?,Has the bleeding stopped?,Is the patient moving?,Is the patient breathing?,Is there a tourniquet?,Is there a chest tube?,Are the patient and instruments secured?,If a limb is missing which one?,Is there mechanical ventilation?,What is the position of the injury?
TQ26_frame1608.jpg,1608,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
IO28_frame210.jpg,210,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
Cric37_frame2406.jpg,2406,vilt,prompt1,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes
ND13_frame1648.jpg,1648,vilt,prompt1,yes,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes
Cric23_frame2145.jpg,2145,vilt,prompt1,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes
ND26_frame1238.jpg,1238,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
TQ13_frame1714.jpg,1714,vilt,prompt1,hand,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes
Cric22_frame2085.jpg,2085,vilt,prompt1,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes
ND3_frame2963.jpg,2963,vilt,prompt1,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes
IO8_frame1940.jpg,1940,vilt,prompt1,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,yes
IO2_frame327.jpg,327,vilt,prompt1,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes
CT19_frame1928.jpg,1928,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,phone
Cric12_frame1951.jpg,1951,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Cric22_frame2677.jpg,2677,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
IO22_frame1351.jpg,1351,vilt,prompt1,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes
CT5_frame1960.jpg,1960,vilt,prompt1,yes,no,no,no,no,no,no,no,yes,no,no,no,yes
ND8_frame1091.jpg,1091,vilt,prompt1,no,no,no,no,no,no,no,no,yes,no,yes,yes,no
CT6_frame1702.jpg,1702,vilt,prompt1,no,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
ND28_frame1300.jpg,1300,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Cric6_frame919.jpg,919,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ND6_frame1120.jpg,1120,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
CT13_frame3398.jpg,3398,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes
TQ12_frame1052.jpg,1052,vilt,prompt1,yes,yes,no,no,no,no,no,yes,yes,no,yes,yes,yes
TQ26_frame1489.jpg,1489,vilt,prompt1,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes
IO19_frame817.jpg,817,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
Cric18_frame1272.jpg,1272,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
TQ21_frame480.jpg,480,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ND6_frame1586.jpg,1586,vilt,prompt1,toilet,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,toilet
Cric33_frame1511.jpg,1511,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
CT6_frame2091.jpg,2091,vilt,prompt1,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes
TQ6_frame664.jpg,664,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes
Cric28_frame1414.jpg,1414,vilt,prompt1,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes
IO11_frame110.jpg,110,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
IO35_frame1013.jpg,1013,vilt,prompt1,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes
IO23_frame726.jpg,726,vilt,prompt1,no,yes,no,no,no,no,no,no,yes,no,no,no,yes
TQ6_frame642.jpg,642,vilt,prompt1,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes
CT3_frame1514.jpg,1514,vilt,prompt1,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes
TQ20_frame3088.jpg,3088,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Cric6_frame1418.jpg,1418,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
CT12_frame2120.jpg,2120,vilt,prompt1,no,no,yes,no,no,no,no,no,yes,no,no,no,yes
ND11_frame1184.jpg,1184,vilt,prompt1,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes
ND19_frame358.jpg,358,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes
Cric14_frame2054.jpg,2054,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
IO28_frame1610.jpg,1610,vilt,prompt1,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes
ND13_frame1.jpg,1,vilt,prompt1,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes
Cric13_frame2066.jpg,2066,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
CT2_frame2632.jpg,2632,vilt,prompt1,no,no,no,no,no,no,no,no,yes,no,no,no,yes
TQ33_frame1380.jpg,1380,vilt,prompt1,yes,yes,yes,no,no,no,yes,no,yes,no,yes,no,yes
Cric27_frame1224.jpg,1224,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes
Cric8_frame2330.jpg,2330,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Cric26_frame2077.jpg,2077,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
IO21_frame1321.jpg,1321,vilt,prompt1,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes
ND18_frame1197.jpg,1197,vilt,prompt1,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes
ND2_frame380.jpg,380,vilt,prompt1,no,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
IO19_frame995.jpg,995,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
CT27_frame7408.jpg,7408,vilt,prompt1,yes,no,no,no,no,no,no,yes,yes,no,no,yes,phone
IO29_frame1131.jpg,1131,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes
IO26_frame1839.jpg,1839,vilt,prompt1,no,no,no,no,no,no,no,yes,yes,no,no,no,yes
Cric5_frame1417.jpg,1417,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes
TQ19_frame1226.jpg,1226,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
IO25_frame12.jpg,12,vilt,prompt1,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,phone
IO20_frame878.jpg,878,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
CT8_frame702.jpg,702,vilt,prompt1,no,no,no,no,no,no,no,no,yes,no,no,no,yes
Cric28_frame1398.jpg,1398,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
TQ19_frame1318.jpg,1318,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ND25_frame1519.jpg,1519,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
ND28_frame1143.jpg,1143,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ND19_frame1.jpg,1,vilt,prompt1,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes
TQ19_frame3883.jpg,3883,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
CT15_frame1632.jpg,1632,vilt,prompt1,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes
TQ18_frame3030.jpg,3030,vilt,prompt1,no,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes
ND5_frame2198.jpg,2198,vilt,prompt1,no,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,water
Cric22_frame312.jpg,312,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ND5_frame2907.jpg,2907,vilt,prompt1,toilet,no,no,no,no,no,no,no,no,no,toilet,no,toilet
TQ20_frame2309.jpg,2309,vilt,prompt1,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes
ND18_frame1263.jpg,1263,vilt,prompt1,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes
CT8_frame815.jpg,815,vilt,prompt1,yes,no,yes,no,no,no,no,no,no,no,no,no,yes
TQ23_frame796.jpg,796,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Cric5_frame2372.jpg,2372,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
IO6_frame2032.jpg,2032,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes
IO20_frame934.jpg,934,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
IO15_frame60.jpg,60,vilt,prompt1,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes
Cric11_frame1711.jpg,1711,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
IO6_frame1866.jpg,1866,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes
TQ19_frame3886.jpg,3886,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ND19_frame1402.jpg,1402,vilt,prompt1,no,no,no,no,no,no,no,no,no,no,yes,yes,yes
ND15_frame1439.jpg,1439,vilt,prompt1,no,no,no,no,no,no,no,yes,yes,no,no,yes,no
ND11_frame1654.jpg,1654,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,yes
Cric11_frame1369.jpg,1369,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Cric34_frame4262.jpg,4262,vilt,prompt1,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes
Cric33_frame1519.jpg,1519,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ND11_frame935.jpg,935,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
TQ11_frame101.jpg,101,vilt,prompt1,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes
ND6_frame626.jpg,626,vilt,prompt1,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,fire hydrant
CT28_frame823.jpg,823,vilt,prompt1,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,yes
IO29_frame218.jpg,218,vilt,prompt1,hand,no,no,no,no,no,no,no,yes,no,no,no,yes
CT15_frame2790.jpg,2790,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
TQ11_frame359.jpg,359,vilt,prompt1,no,no,no,no,no,no,no,yes,yes,no,no,yes,phone
IO33_frame2145.jpg,2145,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes
IO12_frame2263.jpg,2263,vilt,prompt1,no,yes,no,no,no,no,no,no,yes,no,no,no,yes
IO6_frame531.jpg,531,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
IO27_frame2526.jpg,2526,vilt,prompt1,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes
IO15_frame1195.jpg,1195,vilt,prompt1,no,no,no,no,no,no,no,no,yes,no,no,no,yes
IO26_frame457.jpg,457,vilt,prompt1,no,yes,no,no,no,no,no,yes,yes,no,no,yes,yes
ND2_frame183.jpg,183,vilt,prompt1,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes
CT3_frame1869.jpg,1869,vilt,prompt1,no,no,no,no,no,no,no,no,no,no,no,no,yes
IO12_frame1220.jpg,1220,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
CT3_frame1873.jpg,1873,vilt,prompt1,no,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
TQ19_frame4078.jpg,4078,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes
CT15_frame4077.jpg,4077,vilt,prompt1,no,no,no,no,no,no,no,no,yes,no,no,no,yes
ND8_frame3373.jpg,3373,vilt,prompt1,no,yes,no,no,no,yes,no,no,yes,no,no,yes,no
TQ21_frame1043.jpg,1043,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
IO28_frame1810.jpg,1810,vilt,prompt1,no,no,no,no,no,no,no,no,yes,no,no,no,yes
TQ2_frame151.jpg,151,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes
TQ5_frame643.jpg,643,vilt,prompt1,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes
IO6_frame1329.jpg,1329,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes
Cric33_frame427.jpg,427,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ND25_frame866.jpg,866,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes
ND6_frame225.jpg,225,vilt,prompt1,yes,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes
IO8_frame1199.jpg,1199,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
TQ22_frame815.jpg,815,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
IO13_frame924.jpg,924,vilt,prompt1,no,no,no,no,no,no,no,no,yes,no,no,no,yes
CT5_frame2776.jpg,2776,vilt,prompt1,no,no,no,no,no,no,no,no,yes,no,no,no,yes
CT6_frame3812.jpg,3812,vilt,prompt1,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes
CT19_frame1923.jpg,1923,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes
Cric26_frame615.jpg,615,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
IO28_frame1724.jpg,1724,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
Cric35_frame4095.jpg,4095,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
IO26_frame2067.jpg,2067,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
TQ11_frame1882.jpg,1882,vilt,prompt1,yes,yes,no,no,no,no,no,yes,yes,no,no,yes,yes
TQ23_frame1102.jpg,1102,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ND18_frame1016.jpg,1016,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
TQ26_frame117.jpg,117,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
IO23_frame3936.jpg,3936,vilt,prompt1,no,yes,no,no,no,no,no,no,yes,no,no,yes,phone
Cric18_frame2706.jpg,2706,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
CT13_frame3396.jpg,3396,vilt,prompt1,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes
ND18_frame1074.jpg,1074,vilt,prompt1,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes
CT19_frame1926.jpg,1926,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,phone
TQ26_frame2295.jpg,2295,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
IO3_frame1705.jpg,1705,vilt,prompt1,yes,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,yes
Cric22_frame25.jpg,25,vilt,prompt1,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes
IO11_frame198.jpg,198,vilt,prompt1,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes
CT15_frame52.jpg,52,vilt,prompt1,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes
Cric26_frame2059.jpg,2059,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
Cric15_frame1876.jpg,1876,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
IO21_frame972.jpg,972,vilt,prompt1,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes
Cric21_frame2071.jpg,2071,vilt,prompt1,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes
ND14_frame729.jpg,729,vilt,prompt1,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes
ND11_frame1697.jpg,1697,vilt,prompt1,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes
ND8_frame1064.jpg,1064,vilt,prompt1,no,no,no,no,no,no,no,no,yes,no,no,yes,no
TQ20_frame765.jpg,765,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
Cric26_frame2173.jpg,2173,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
Cric8_frame580.jpg,580,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
ND14_frame1198.jpg,1198,vilt,prompt1,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes
ND5_frame974.jpg,974,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,hydrant
ND5_frame512.jpg,512,vilt,prompt1,toilet,no,no,no,no,no,no,no,no,no,yes,no,toilet
CT29_frame15320.jpg,15320,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
IO15_frame1110.jpg,1110,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
IO6_frame2033.jpg,2033,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes
TQ3_frame615.jpg,615,vilt,prompt1,no,no,yes,no,no,no,no,no,yes,no,no,no,yes
Cric37_frame1.jpg,1,vilt,prompt1,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes
ND18_frame585.jpg,585,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
TQ18_frame3111.jpg,3111,vilt,prompt1,hand,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
CT25_frame473.jpg,473,vilt,prompt1,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes
ND14_frame410.jpg,410,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
CT8_frame35.jpg,35,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,yes
CT27_frame2803.jpg,2803,vilt,prompt1,yes,yes,yes,no,no,no,no,no,yes,no,yes,yes,yes
Cric25_frame1116.jpg,1116,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
IO34_frame1653.jpg,1653,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
CT29_frame16383.jpg,16383,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
TQ23_frame877.jpg,877,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ND14_frame857.jpg,857,vilt,prompt1,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes
IO3_frame1721.jpg,1721,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes
CT12_frame4032.jpg,4032,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes
TQ35_frame170.jpg,170,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,yes
CT14_frame10926.jpg,10926,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes
CT27_frame4249.jpg,4249,vilt,prompt1,yes,no,yes,no,no,no,no,yes,yes,no,no,yes,yes
Cric18_frame1831.jpg,1831,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
ND12_frame874.jpg,874,vilt,prompt1,yes,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes
TQ18_frame3638.jpg,3638,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes
Cric11_frame2739.jpg,2739,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
TQ34_frame601.jpg,601,vilt,prompt1,hand,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes
IO26_frame601.jpg,601,vilt,prompt1,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes
IO5_frame1590.jpg,1590,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
Cric15_frame736.jpg,736,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
IO27_frame2743.jpg,2743,vilt,prompt1,no,no,yes,no,no,no,no,yes,yes,no,no,yes,phone
IO19_frame381.jpg,381,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,yes,yes,yes
IO25_frame260.jpg,260,vilt,prompt1,no,no,no,no,no,no,no,no,yes,no,no,yes,yes
TQ2_frame1563.jpg,1563,vilt,prompt1,hand,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes
Cric25_frame2015.jpg,2015,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
Cric12_frame499.jpg,499,vilt,prompt1,hand,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes
IO23_frame2005.jpg,2005,vilt,prompt1,no,yes,no,no,no,no,no,no,yes,no,no,yes,phone
Cric28_frame314.jpg,314,vilt,prompt1,hand,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes
IO34_frame1619.jpg,1619,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes
CT22_frame2412.jpg,2412,vilt,prompt1,hand,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes
TQ12_frame1159.jpg,1159,vilt,prompt1,no,no,no,no,no,no,no,no,yes,no,no,no,no
ND8_frame1107.jpg,1107,vilt,prompt1,yes,no,no,no,no,no,no,no,yes,no,yes,yes,yes
ND28_frame25.jpg,25,vilt,prompt1,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
ND2_frame2035.jpg,2035,vilt,prompt1,no,no,no,no,no,no,no,yes,no,no,no,yes,yes
IO35_frame499.jpg,499,vilt,prompt1,hand,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes
CT8_frame68.jpg,68,vilt,prompt1,yes,no,no,no,no,no,no,no,yes,no,no,no,yes
TQ3_frame1.jpg,1,vilt,prompt1,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
CT22_frame4248.jpg,4248,vilt,prompt1,yes,no,yes,no,no,no,no,yes,yes,no,no,yes,yes
ND26_frame72.jpg,72,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes
ND2_frame1473.jpg,1473,vilt,prompt1,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes
TQ5_frame1128.jpg,1128,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,no,no,yes,yes
Cric5_frame555.jpg,555,vilt,prompt1,yes,yes,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes
CT15_frame2657.jpg,2657,vilt,prompt1,yes,yes,no,no,no,no,no,yes,yes,no,no,yes,yes
IO21_frame1.jpg,1,vilt,prompt1,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes
TQ3_frame1348.jpg,1348,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
TQ11_frame1879.jpg,1879,vilt,prompt1,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes
Cric11_frame2945.jpg,2945,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
ND11_frame1.jpg,1,vilt,prompt1,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes
TQ21_frame599.jpg,599,vilt,prompt1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
